Created on 01-28-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-06-14 12-PM,BTCUSD,6525.01,6525.01,6474.64,6479.14,280.36,1821967.09
2018-06-14 11-AM,BTCUSD,6486.82,6539.99,6485.31,6525.01,333.64,2174065.12
2018-06-14 10-AM,BTCUSD,6494.45,6500,6466.18,6486.82,344.31,2233723.79
2018-06-14 09-AM,BTCUSD,6485,6498.53,6475.93,6494.45,157.33,1020249.35
2018-06-14 08-AM,BTCUSD,6475,6538.47,6470.03,6485,841.2,5470928.74
2018-06-14 07-AM,BTCUSD,6481.99,6486.61,6449,6475,332.02,2146932.73
2018-06-14 06-AM,BTCUSD,6475.77,6500,6470,6481.99,307.06,1990639.08
2018-06-14 05-AM,BTCUSD,6475.17,6484,6430.64,6475.77,403.04,2603059.36
2018-06-14 04-AM,BTCUSD,6495.46,6510,6475.17,6475.17,304.51,1977310.04
2018-06-14 03-AM,BTCUSD,6473.3,6504.32,6462.5,6495.46,461.07,2989064.35
2018-06-14 02-AM,BTCUSD,6317,6529.8,6317,6473.3,2092.23,13484787.8
2018-06-14 01-AM,BTCUSD,6280.33,6333,6277.87,6317,314.54,1984920.62
2018-06-14 12-AM,BTCUSD,6302.32,6329,6269,6280.33,444.88,2806829.4
2018-06-13 11-PM,BTCUSD,6329.26,6345,6287.77,6302.32,584.18,3687532.63
2018-06-13 10-PM,BTCUSD,6277.69,6350,6268.68,6329.26,688.61,4349455.83
2018-06-13 09-PM,BTCUSD,6252.77,6288.42,6240,6277.69,427.15,2674122.79
2018-06-13 08-PM,BTCUSD,6280.99,6290.84,6233.11,6252.77,626.0,3915754.74
2018-06-13 07-PM,BTCUSD,6327.01,6337.11,6250.45,6280.99,891.91,5612318.61
2018-06-13 06-PM,BTCUSD,6324.05,6373,6311.17,6327.01,852.0,5396292.0
2018-06-13 05-PM,BTCUSD,6280.19,6329.98,6231.11,6324.05,1556.86,9764161.59
2018-06-13 04-PM,BTCUSD,6376,6400,6135,6280.19,3942.1,24715373.04
2018-06-13 03-PM,BTCUSD,6432.95,6462.91,6342,6376,966.07,6190564.66
2018-06-13 02-PM,BTCUSD,6455.13,6455.13,6405.02,6432.95,768.2,4944057.64
2018-06-13 01-PM,BTCUSD,6462.06,6487.31,6442.24,6455.13,372.63,2409660.36
2018-06-13 12-PM,BTCUSD,6452.01,6488.2,6425,6462.06,494.75,3196451.74
2018-06-13 11-AM,BTCUSD,6437.9,6463,6422.39,6452.01,289.32,1862886.38
2018-06-13 10-AM,BTCUSD,6406.01,6479.04,6406.01,6437.9,556.03,3580598.76
2018-06-13 09-AM,BTCUSD,6529.11,6537.88,6380,6406.01,911.79,5873999.9
2018-06-13 08-AM,BTCUSD,6542.84,6563.62,6505,6529.11,474.88,3101138.24
2018-06-13 07-AM,BTCUSD,6574.74,6585,6535.13,6542.84,199.99,1311944.35
2018-06-13 06-AM,BTCUSD,6567.11,6582.53,6564.89,6574.74,158.59,1042448.04
2018-06-13 05-AM,BTCUSD,6589.45,6618.95,6559.5,6567.11,478.47,3152723.95
2018-06-13 04-AM,BTCUSD,6554.49,6595,6529.29,6589.45,536.95,3522155.2
2018-06-13 03-AM,BTCUSD,6559.01,6566.99,6541,6554.49,290.06,1901362.67
2018-06-13 02-AM,BTCUSD,6556.39,6567,6554.27,6559.01,238.03,1562289.72
2018-06-13 01-AM,BTCUSD,6555.01,6565,6541,6556.39,273.6,1792132.91
2018-06-13 12-AM,BTCUSD,6544.99,6574,6541,6555.01,359.9,2360244.68
2018-06-12 11-PM,BTCUSD,6535,6574.99,6481.47,6544.99,673.31,4391902.06
2018-06-12 10-PM,BTCUSD,6543.81,6547.49,6526.6,6535,329.34,2153254.85
2018-06-12 09-PM,BTCUSD,6537.54,6559,6507.42,6543.81,457.41,2990361.98
2018-06-12 08-PM,BTCUSD,6510.01,6582.14,6490.08,6537.54,918.12,6006349.74
2018-06-12 07-PM,BTCUSD,6686.39,6686.4,6450,6510.01,2521.66,16457434.22
2018-06-12 06-PM,BTCUSD,6725.38,6729.93,6662.27,6686.39,702.85,4707844.72
2018-06-12 05-PM,BTCUSD,6740.63,6749,6722,6725.38,326.86,2202639.75
2018-06-12 04-PM,BTCUSD,6764.84,6770,6692.69,6740.63,427.19,2877548.96
2018-06-12 03-PM,BTCUSD,6760,6765,6746,6764.84,249.05,1682787.85
2018-06-12 02-PM,BTCUSD,6739.99,6774.45,6731.15,6760,361.27,2440924.98
2018-06-12 01-PM,BTCUSD,6732.89,6743.02,6711.99,6739.99,424.73,2858463.86
2018-06-12 12-PM,BTCUSD,6840,6840,6713.45,6732.89,387.79,2622476.97
2018-06-12 11-AM,BTCUSD,6845.3,6848.45,6812.03,6840,131.51,898151.48
2018-06-12 10-AM,BTCUSD,6847.09,6849.99,6831.96,6845.3,126.7,867203.34
2018-06-12 09-AM,BTCUSD,6852.77,6859.95,6841.01,6847.09,58.96,403739.42
2018-06-12 08-AM,BTCUSD,6831.37,6870,6807,6852.77,129.85,887750.53
2018-06-12 07-AM,BTCUSD,6838.2,6854,6821.07,6831.37,185.35,1267423.15
2018-06-12 06-AM,BTCUSD,6844.4,6846.85,6835.23,6838.2,91.05,623100.13
2018-06-12 05-AM,BTCUSD,6829.01,6850,6828.53,6844.4,132.09,903534.84
2018-06-12 04-AM,BTCUSD,6817.85,6854.98,6817.85,6829.01,200.55,1370521.98
2018-06-12 03-AM,BTCUSD,6868.43,6870,6798.4,6817.85,253.78,1737358.0
2018-06-12 02-AM,BTCUSD,6858,6875,6850,6868.43,437.79,3005006.59
2018-06-12 01-AM,BTCUSD,6849,6859.99,6842,6858,267.69,1834767.44
2018-06-12 12-AM,BTCUSD,6881,6885.84,6834.85,6849,387.12,2653167.4
2018-06-11 11-PM,BTCUSD,6789.98,6913.83,6780,6881,800.85,5487276.29
2018-06-11 10-PM,BTCUSD,6773.99,6789.99,6757.64,6789.98,326.89,2213894.96
2018-06-11 09-PM,BTCUSD,6761.54,6775,6755.99,6773.99,366.98,2483874.15
2018-06-11 08-PM,BTCUSD,6765.01,6769.99,6735,6761.54,488.01,3295118.26
2018-06-11 07-PM,BTCUSD,6755,6800,6740.09,6765.01,564.81,3821745.83
2018-06-11 06-PM,BTCUSD,6721.81,6770,6684,6755,660.87,4442874.16
2018-06-11 05-PM,BTCUSD,6738.01,6749.71,6719.99,6721.81,346.59,2333871.87
2018-06-11 04-PM,BTCUSD,6714.99,6758.77,6712,6738.01,471.4,3177286.78
2018-06-11 03-PM,BTCUSD,6719.99,6735,6670,6714.99,605.17,4057251.23
2018-06-11 02-PM,BTCUSD,6753.52,6758.73,6688.33,6719.99,710.64,4778453.32
2018-06-11 01-PM,BTCUSD,6767.29,6773,6753.51,6753.52,373.13,2523534.63
2018-06-11 12-PM,BTCUSD,6788.8,6788.8,6730.42,6767.29,488.6,3303241.97
2018-06-11 11-AM,BTCUSD,6773.74,6797,6760.01,6788.8,366.03,2481629.92
2018-06-11 10-AM,BTCUSD,6772.8,6777.7,6737.29,6773.74,302.79,2047611.71
2018-06-11 09-AM,BTCUSD,6796.57,6819.99,6766.74,6772.8,433.31,2940512.03
2018-06-11 08-AM,BTCUSD,6669.99,6839.3,6666.66,6796.57,696.04,4708177.36
2018-06-11 07-AM,BTCUSD,6770.42,6780,6669.99,6669.99,377.19,2540364.61
2018-06-11 06-AM,BTCUSD,6755.01,6778.7,6755,6770.42,184.44,1248086.77
2018-06-11 05-AM,BTCUSD,6802.05,6806.33,6755,6755.01,246.81,1672834.31
2018-06-11 04-AM,BTCUSD,6785.37,6812.8,6760,6802.05,361.87,2454818.57
2018-06-11 03-AM,BTCUSD,6795.79,6799,6765,6785.37,358.28,2431175.98
2018-06-11 02-AM,BTCUSD,6763.43,6829.75,6753.21,6795.79,853.56,5800547.1
2018-06-11 01-AM,BTCUSD,6730.39,6763.43,6693.41,6763.43,541.34,3642057.19
2018-06-11 12-AM,BTCUSD,6770.31,6772.92,6722,6730.39,589.13,3973827.28
2018-06-10 11-PM,BTCUSD,6687.99,6780,6683.01,6770.31,725.02,4881397.47
2018-06-10 10-PM,BTCUSD,6758.78,6758.79,6672.01,6687.99,1157.4,7772014.97
2018-06-10 09-PM,BTCUSD,6719.86,6790.96,6707.81,6758.78,757.54,5116590.68
2018-06-10 08-PM,BTCUSD,6868,6868,6705,6719.86,1368.31,9285498.89
2018-06-10 07-PM,BTCUSD,6759.02,6868,6750,6868,2174.99,14799253.14
2018-06-10 06-PM,BTCUSD,6755.94,6791,6652,6759.02,2531.75,17034129.39
2018-06-10 05-PM,BTCUSD,7208.01,7216.36,6700,6755.94,4090.35,28271527.27
2018-06-10 04-PM,BTCUSD,7236.99,7245,7201,7208.01,214.55,1549958.05
2018-06-10 03-PM,BTCUSD,7240.01,7263.92,7210.1,7236.99,244.73,1770184.9
2018-06-10 02-PM,BTCUSD,7279.11,7279.12,7230.93,7240.01,185.03,1343346.26
2018-06-10 01-PM,BTCUSD,7237.81,7283.97,7187.01,7279.11,225.11,1629300.46
2018-06-10 12-PM,BTCUSD,7234.99,7262.25,7226,7237.81,85.68,620977.39
2018-06-10 11-AM,BTCUSD,7247.58,7257,7224.03,7234.99,120.01,869569.61
2018-06-10 10-AM,BTCUSD,7243.14,7247.59,7222.09,7247.58,70.44,509622.14
2018-06-10 09-AM,BTCUSD,7222.01,7251.99,7222,7243.14,141.22,1022409.82
2018-06-10 08-AM,BTCUSD,7209.39,7243.33,7187.5,7222.01,287.49,2074191.77
2018-06-10 07-AM,BTCUSD,7319.81,7319.82,7200,7209.39,478.82,3468676.16
2018-06-10 06-AM,BTCUSD,7305.38,7319.99,7299.01,7319.81,80.94,591768.01
2018-06-10 05-AM,BTCUSD,7290,7308.37,7289.99,7305.38,157.98,1153109.32
2018-06-10 04-AM,BTCUSD,7272.38,7316.11,7272.38,7290,181.7,1327157.91
2018-06-10 03-AM,BTCUSD,7327.34,7330.73,7265,7272.38,249.43,1819815.88
2018-06-10 02-AM,BTCUSD,7327,7330,7279.6,7327.34,404.34,2955311.39
2018-06-10 01-AM,BTCUSD,7280.07,7363.67,7279.6,7327,585.5,4285837.89
2018-06-10 12-AM,BTCUSD,7496.4,7496.41,7280.07,7280.07,1019.21,7520469.49
2018-06-09 11-PM,BTCUSD,7597.99,7609.97,7468,7496.4,489.13,3677934.51
2018-06-09 10-PM,BTCUSD,7617.04,7620,7584.68,7597.99,90.17,685459.65
2018-06-09 09-PM,BTCUSD,7630,7630,7612,7617.04,75.61,576124.11
2018-06-09 08-PM,BTCUSD,7611.96,7630,7610.03,7630,105.28,802262.01
2018-06-09 07-PM,BTCUSD,7606.92,7615,7602.5,7611.96,62.08,472370.73
2018-06-09 06-PM,BTCUSD,7599,7610.01,7588.5,7606.92,195.96,1489162.36
2018-06-09 05-PM,BTCUSD,7579.12,7600,7575,7599,90.53,686970.84
2018-06-09 04-PM,BTCUSD,7619.69,7619.69,7579.1,7579.12,118.74,902166.87
2018-06-09 03-PM,BTCUSD,7595.01,7622.25,7595,7619.69,133.99,1019745.88
2018-06-09 02-PM,BTCUSD,7593.56,7605.24,7582.45,7595.01,97.63,741761.98
2018-06-09 01-PM,BTCUSD,7604.99,7605,7574.63,7593.56,148.25,1124986.68
2018-06-09 12-PM,BTCUSD,7630.66,7642.95,7594.05,7604.99,87.01,663109.97
2018-06-09 11-AM,BTCUSD,7650.01,7650.01,7630.65,7630.66,31.81,243081.96
2018-06-09 10-AM,BTCUSD,7638.64,7654.82,7638.64,7650.01,41.08,314077.18
2018-06-09 09-AM,BTCUSD,7625.01,7642.57,7625,7638.64,34.58,264066.36
2018-06-09 08-AM,BTCUSD,7651.42,7651.42,7625,7625.01,42.5,324830.05
2018-06-09 07-AM,BTCUSD,7662.51,7667.38,7651.41,7651.42,30.27,231828.17
2018-06-09 06-AM,BTCUSD,7660.89,7670,7660.02,7662.51,77.13,591160.18
2018-06-09 05-AM,BTCUSD,7660.8,7668.88,7652.12,7660.89,60.0,459611.15
2018-06-09 04-AM,BTCUSD,7659.79,7670,7659.79,7660.8,52.28,400594.57
2018-06-09 03-AM,BTCUSD,7671.77,7671.77,7654.91,7659.79,72.64,556671.02
2018-06-09 02-AM,BTCUSD,7650,7679.61,7649.99,7671.77,242.06,1855270.18
2018-06-09 01-AM,BTCUSD,7628.47,7650,7625.01,7650,105.23,803764.97
2018-06-09 12-AM,BTCUSD,7618.8,7631.96,7613,7628.47,107.42,818712.5
2018-06-08 11-PM,BTCUSD,7637.1,7641.03,7611.01,7618.8,106.4,811439.43
2018-06-08 10-PM,BTCUSD,7649.36,7649.99,7631.31,7637.1,161.98,1238732.09
2018-06-08 09-PM,BTCUSD,7646.82,7649.36,7638,7649.36,99.87,763457.69
2018-06-08 08-PM,BTCUSD,7637.85,7650,7627.92,7646.82,244.03,1865043.64
2018-06-08 07-PM,BTCUSD,7644.49,7644.5,7633.7,7637.85,109.71,837946.78
2018-06-08 06-PM,BTCUSD,7650,7650,7642.79,7644.49,102.64,784838.95
2018-06-08 05-PM,BTCUSD,7652.23,7657,7646,7650,131.73,1007918.89
2018-06-08 04-PM,BTCUSD,7635.97,7665,7627,7652.23,174.44,1333900.42
2018-06-08 03-PM,BTCUSD,7588.01,7644.05,7565.01,7635.97,534.04,4055426.65
2018-06-08 02-PM,BTCUSD,7582.97,7591.55,7568,7588.01,187.06,1417985.86
2018-06-08 01-PM,BTCUSD,7551.67,7584.61,7550,7582.97,114.69,868552.5
2018-06-08 12-PM,BTCUSD,7560.01,7575.98,7536.58,7551.67,190.76,1440654.67
2018-06-08 11-AM,BTCUSD,7570.37,7576.6,7550.1,7560.01,246.59,1865522.06
2018-06-08 10-AM,BTCUSD,7630.6,7630.61,7565,7570.37,256.93,1949470.81
2018-06-08 09-AM,BTCUSD,7636.27,7640,7630,7630.6,59.18,451871.23
2018-06-08 08-AM,BTCUSD,7629.89,7636.27,7617.86,7636.27,52.28,398721.82
2018-06-08 07-AM,BTCUSD,7644.12,7650,7629.88,7629.89,107.56,822281.32
2018-06-08 06-AM,BTCUSD,7634.83,7644.12,7623.41,7644.12,75.38,575522.57
2018-06-08 05-AM,BTCUSD,7633.51,7635.99,7623.86,7634.83,84.61,645719.91
2018-06-08 04-AM,BTCUSD,7639.03,7648.09,7616.59,7633.51,176.08,1343544.21
2018-06-08 03-AM,BTCUSD,7656.98,7656.98,7637.92,7639.03,125.11,956852.67
2018-06-08 02-AM,BTCUSD,7671.5,7679,7656.97,7656.98,315.34,2418754.66
2018-06-08 01-AM,BTCUSD,7684.01,7684.96,7671.4,7671.5,71.03,545580.83
2018-06-08 12-AM,BTCUSD,7684.93,7690,7675.48,7684.01,171.06,1314398.78
2018-06-07 11-PM,BTCUSD,7656.58,7684.93,7651.24,7684.93,133.65,1024368.18
2018-06-07 10-PM,BTCUSD,7657.27,7660,7646,7656.58,195.85,1499445.15
2018-06-07 09-PM,BTCUSD,7661,7663.81,7643.67,7657.27,223.2,1708761.74
2018-06-07 08-PM,BTCUSD,7690.01,7692.26,7635,7661,367.84,2818813.54
2018-06-07 07-PM,BTCUSD,7695.01,7697.76,7681.02,7690.01,245.52,1887929.17
2018-06-07 06-PM,BTCUSD,7695.02,7700,7690,7695.01,128.84,991403.35
2018-06-07 05-PM,BTCUSD,7705,7719.99,7669.67,7695.02,338.65,2604481.33
2018-06-07 04-PM,BTCUSD,7683.85,7705,7681.73,7705,163.98,1261354.1
2018-06-07 03-PM,BTCUSD,7676.55,7704.75,7660.01,7683.85,289.87,2224296.9
2018-06-07 02-PM,BTCUSD,7694.78,7700,7651.2,7676.55,217.77,1672964.83
2018-06-07 01-PM,BTCUSD,7698.42,7707.5,7691.74,7694.78,129.0,993452.82
2018-06-07 12-PM,BTCUSD,7676.01,7709.87,7675.6,7698.42,101.68,782416.45
2018-06-07 11-AM,BTCUSD,7680.24,7694.96,7675.02,7676.01,154.32,1186655.36
2018-06-07 10-AM,BTCUSD,7697.57,7700,7679,7680.24,90.92,698892.52
2018-06-07 09-AM,BTCUSD,7683.98,7699.73,7663,7697.57,75.45,579425.7
2018-06-07 08-AM,BTCUSD,7705,7719.99,7671.39,7683.98,195.35,1504186.72
2018-06-07 07-AM,BTCUSD,7699.68,7709.54,7699.67,7705,63.15,486566.19
2018-06-07 06-AM,BTCUSD,7704,7704,7667.23,7699.68,396.62,3049228.45
2018-06-07 05-AM,BTCUSD,7714.41,7715.9,7700,7704,156.86,1208448.43
2018-06-07 04-AM,BTCUSD,7727,7727,7700,7714.41,97.98,755372.48
2018-06-07 03-AM,BTCUSD,7708.01,7735,7703.4,7727,230.91,1782042.22
2018-06-07 02-AM,BTCUSD,7716.8,7747,7708,7708.01,231.07,1785826.65
2018-06-07 01-AM,BTCUSD,7716.47,7744.24,7706.29,7716.8,383.5,2961739.14
2018-06-07 12-AM,BTCUSD,7655,7731.7,7654.99,7716.47,366.32,2817593.11
2018-06-06 11-PM,BTCUSD,7659.98,7659.98,7632.45,7655,125.11,956953.24
2018-06-06 10-PM,BTCUSD,7654.76,7683.83,7637.15,7659.98,222.31,1703504.13
2018-06-06 09-PM,BTCUSD,7616.29,7691,7614.13,7654.76,537.05,4109162.64
2018-06-06 08-PM,BTCUSD,7529.96,7640,7508.25,7616.29,484.88,3671330.43
2018-06-06 07-PM,BTCUSD,7509.38,7529.96,7509.38,7529.96,135.07,1015903.98
2018-06-06 06-PM,BTCUSD,7525.1,7525.11,7484,7509.38,291.43,2186234.58
2018-06-06 05-PM,BTCUSD,7515.16,7533.32,7515.01,7525.1,245.94,1850775.71
2018-06-06 04-PM,BTCUSD,7655,7655,7501,7515.16,743.43,5620675.22
2018-06-06 03-PM,BTCUSD,7620.84,7660,7620.79,7655,252.8,1932474.4
2018-06-06 02-PM,BTCUSD,7635,7640,7620.79,7620.84,172.39,1315219.37
2018-06-06 01-PM,BTCUSD,7653.1,7653.11,7630,7635,150.5,1149747.03
2018-06-06 12-PM,BTCUSD,7615.38,7661.22,7601.11,7653.1,244.91,1868415.48
2018-06-06 11-AM,BTCUSD,7606.9,7629.99,7606.9,7615.38,85.19,649042.04
2018-06-06 10-AM,BTCUSD,7594.01,7615,7590,7606.9,134.69,1024378.19
2018-06-06 09-AM,BTCUSD,7611.31,7615,7589.41,7594.01,70.03,532132.91
2018-06-06 08-AM,BTCUSD,7612.57,7619.67,7582.89,7611.31,89.25,678130.18
2018-06-06 07-AM,BTCUSD,7625.64,7673.98,7607.15,7612.57,265.1,2024706.4
2018-06-06 06-AM,BTCUSD,7599,7635,7598.99,7625.64,146.88,1119523.93
2018-06-06 05-AM,BTCUSD,7587.38,7599,7566.62,7599,253.78,1925844.8
2018-06-06 04-AM,BTCUSD,7609.36,7617,7582.73,7587.38,278.53,2116204.0
2018-06-06 03-AM,BTCUSD,7610.17,7622.33,7608.2,7609.36,83.65,636813.68
2018-06-06 02-AM,BTCUSD,7628,7628,7600,7610.17,169.12,1287780.97
2018-06-06 01-AM,BTCUSD,7606.05,7628,7591,7628,213.9,1628255.89
2018-06-06 12-AM,BTCUSD,7612.51,7627.73,7606.05,7606.05,170.88,1301800.52
2018-06-05 11-PM,BTCUSD,7624,7628.9,7603,7612.51,152.4,1160128.93
2018-06-05 10-PM,BTCUSD,7585.89,7624,7585.88,7624,150.32,1143178.14
2018-06-05 09-PM,BTCUSD,7624.43,7632.59,7568.75,7585.89,468.34,3559984.93
2018-06-05 08-PM,BTCUSD,7611.41,7635,7609,7624.43,242.08,1844470.93
2018-06-05 07-PM,BTCUSD,7617.43,7626.86,7607,7611.41,223.67,1703756.08
2018-06-05 06-PM,BTCUSD,7615.05,7649.9,7612.29,7617.43,248.07,1891653.83
2018-06-05 05-PM,BTCUSD,7567,7677.5,7559.41,7615.05,678.24,5156849.75
2018-06-05 04-PM,BTCUSD,7575.79,7590,7542.45,7567,362.85,2743518.62
2018-06-05 03-PM,BTCUSD,7403.86,7578.75,7403.86,7575.79,638.69,4767467.08
2018-06-05 02-PM,BTCUSD,7381.62,7409.47,7373.33,7403.86,216.44,1601094.58
2018-06-05 01-PM,BTCUSD,7406.59,7423.75,7355,7381.62,295.59,2184494.25
2018-06-05 12-PM,BTCUSD,7417.98,7433.81,7406.59,7406.59,90.3,670264.51
2018-06-05 11-AM,BTCUSD,7419.99,7437.94,7404.78,7417.98,98.6,731516.63
2018-06-05 10-AM,BTCUSD,7420.01,7437.34,7414,7419.99,39.47,293088.93
2018-06-05 09-AM,BTCUSD,7450.01,7450.01,7420,7420.01,72.43,538432.05
2018-06-05 08-AM,BTCUSD,7408.47,7463.78,7408.47,7450.01,109.3,813392.99
2018-06-05 07-AM,BTCUSD,7426.95,7426.95,7390.36,7408.47,109.14,807902.4
2018-06-05 06-AM,BTCUSD,7428.99,7446.68,7408.06,7426.95,109.23,811656.89
2018-06-05 05-AM,BTCUSD,7387.73,7429,7375.05,7428.99,113.39,839459.52
2018-06-05 04-AM,BTCUSD,7407.91,7418,7374.35,7387.73,189.74,1404834.6
2018-06-05 03-AM,BTCUSD,7404.04,7417.1,7385,7407.91,203.48,1506481.96
2018-06-05 02-AM,BTCUSD,7482.85,7487.22,7391,7404.04,503.05,3735700.25
2018-06-05 01-AM,BTCUSD,7487.22,7499.99,7470,7482.85,188.93,1415127.37
2018-06-05 12-AM,BTCUSD,7487.37,7500,7480.6,7487.22,95.49,715254.19
2018-06-04 11-PM,BTCUSD,7498.66,7500,7460.58,7487.37,380.86,2849465.27
2018-06-04 10-PM,BTCUSD,7525.04,7532.4,7495.17,7498.66,172.43,1294763.07
2018-06-04 09-PM,BTCUSD,7527.45,7541,7522.59,7525.04,235.25,1771897.73
2018-06-04 08-PM,BTCUSD,7493.56,7527.45,7481.64,7527.45,273.35,2049740.01
2018-06-04 07-PM,BTCUSD,7499.89,7506.86,7485.67,7493.56,171.55,1286452.81
2018-06-04 06-PM,BTCUSD,7479.03,7499.95,7461.76,7499.89,262.68,1964965.59
2018-06-04 05-PM,BTCUSD,7483.07,7485,7453,7479.03,284.99,2128958.47
2018-06-04 04-PM,BTCUSD,7496.17,7500,7483,7483.07,149.61,1120848.62
2018-06-04 03-PM,BTCUSD,7481,7500,7473.89,7496.17,300.11,2249002.96
2018-06-04 02-PM,BTCUSD,7505.52,7505.53,7447.61,7481,621.05,4642654.16
2018-06-04 01-PM,BTCUSD,7529.86,7529.98,7497.96,7505.52,234.5,1761999.47
2018-06-04 12-PM,BTCUSD,7506.1,7537.83,7501.37,7529.86,163.78,1232109.37
2018-06-04 11-AM,BTCUSD,7595.01,7595.01,7480.79,7506.1,664.73,5002567.28
2018-06-04 10-AM,BTCUSD,7612.52,7617.89,7595,7595.01,50.14,381453.5
2018-06-04 09-AM,BTCUSD,7599.54,7612.52,7579.07,7612.52,69.07,524582.64
2018-06-04 08-AM,BTCUSD,7599.62,7601.89,7579.07,7599.54,83.1,631070.38
2018-06-04 07-AM,BTCUSD,7582.51,7619.27,7575.94,7599.62,92.81,705994.49
2018-06-04 06-AM,BTCUSD,7661.63,7661.78,7531.36,7582.51,453.29,3448864.33
2018-06-04 05-AM,BTCUSD,7696.21,7696.21,7610,7661.63,269.53,2063920.9
2018-06-04 04-AM,BTCUSD,7685.54,7696.21,7685.54,7696.21,34.96,268830.55
2018-06-04 03-AM,BTCUSD,7685.54,7685.54,7685.54,7685.54,0.0,0.0
2018-06-04 02-AM,BTCUSD,7705,7706.8,7685.53,7685.54,146.8,1129297.09
2018-06-04 01-AM,BTCUSD,7709.89,7713.45,7656,7705,206.61,1588718.53
2018-06-04 12-AM,BTCUSD,7706.37,7747.57,7703.44,7709.89,323.13,2496131.05
2018-06-03 11-PM,BTCUSD,7704.59,7710,7695,7706.37,139.04,1070823.91
2018-06-03 10-PM,BTCUSD,7690.01,7710,7687.95,7704.59,205.32,1579632.03
2018-06-03 09-PM,BTCUSD,7691.98,7725.95,7675.27,7690.01,225.08,1732287.91
2018-06-03 08-PM,BTCUSD,7708.73,7708.73,7691.52,7691.98,49.33,379835.55
2018-06-03 07-PM,BTCUSD,7685.13,7716.22,7650.04,7708.73,297.51,2285268.05
2018-06-03 06-PM,BTCUSD,7691.01,7696.44,7680.81,7685.13,193.14,1485128.55
2018-06-03 05-PM,BTCUSD,7705.86,7705.86,7679.43,7691.01,235.25,1809370.47
2018-06-03 04-PM,BTCUSD,7725.6,7728.42,7705.5,7705.86,185.77,1434065.31
2018-06-03 03-PM,BTCUSD,7715.01,7729.92,7713.53,7725.6,194.89,1504073.4
2018-06-03 02-PM,BTCUSD,7720.87,7720.87,7695,7715.01,188.61,1453339.98
2018-06-03 01-PM,BTCUSD,7719.8,7739.9,7715.16,7720.87,211.4,1633988.0
2018-06-03 12-PM,BTCUSD,7711.76,7720,7704.06,7719.8,82.28,634519.77
2018-06-03 11-AM,BTCUSD,7704.5,7720,7695.78,7711.76,102.39,789521.36
2018-06-03 10-AM,BTCUSD,7738.06,7739.99,7701,7704.5,126.92,979703.98
2018-06-03 09-AM,BTCUSD,7725,7738.06,7714.99,7738.06,118.99,919084.91
2018-06-03 08-AM,BTCUSD,7714.33,7750,7712.01,7725,598.21,4622054.23
2018-06-03 07-AM,BTCUSD,7717.28,7724.99,7707.77,7714.33,185.54,1431992.31
2018-06-03 06-AM,BTCUSD,7645.96,7777,7640.01,7717.28,544.9,4200525.33
2018-06-03 05-AM,BTCUSD,7645.97,7652.81,7643.08,7645.96,104.6,799950.72
2018-06-03 04-AM,BTCUSD,7645.98,7645.98,7624.84,7645.97,112.61,860311.31
2018-06-03 03-AM,BTCUSD,7635.1,7665.74,7620.98,7645.98,164.88,1259612.7
2018-06-03 02-AM,BTCUSD,7635.41,7635.41,7583.24,7635.1,222.64,1695507.07
2018-06-03 01-AM,BTCUSD,7649,7650,7635.4,7635.41,108.63,830711.25
2018-06-03 12-AM,BTCUSD,7636.42,7649,7635,7649,108.15,826374.96
2018-06-02 11-PM,BTCUSD,7629.99,7644.22,7626.44,7636.42,64.71,494103.14
2018-06-02 10-PM,BTCUSD,7636.76,7636.76,7612.97,7629.99,130.36,994001.6
2018-06-02 09-PM,BTCUSD,7615.01,7645,7615,7636.76,93.86,716484.87
2018-06-02 08-PM,BTCUSD,7661.42,7663.47,7615,7615.01,252.36,1930018.7
2018-06-02 07-PM,BTCUSD,7651,7672.47,7650,7661.42,189.4,1450260.96
2018-06-02 06-PM,BTCUSD,7634.26,7655,7630.26,7651,144.87,1107146.16
2018-06-02 05-PM,BTCUSD,7626.18,7649,7625,7634.26,221.63,1692499.53
2018-06-02 04-PM,BTCUSD,7618.02,7631.51,7600,7626.18,157.99,1203301.4
2018-06-02 03-PM,BTCUSD,7639.22,7675.99,7570.83,7618.02,339.67,2591915.95
2018-06-02 02-PM,BTCUSD,7632.73,7640,7626.3,7639.22,227.06,1733572.04
2018-06-02 01-PM,BTCUSD,7632.99,7644,7624.17,7632.73,125.92,961920.35
2018-06-02 12-PM,BTCUSD,7641,7641,7625.79,7632.99,136.63,1043252.15
2018-06-02 11-AM,BTCUSD,7654.99,7655.99,7605.16,7641,139.95,1068078.52
2018-06-02 10-AM,BTCUSD,7654.99,7669,7645.09,7654.99,178.59,1367180.57
2018-06-02 09-AM,BTCUSD,7650.1,7654.99,7629.19,7654.99,151.93,1161074.29
2018-06-02 08-AM,BTCUSD,7640,7683.05,7636,7650.1,100.44,769111.01
2018-06-02 07-AM,BTCUSD,7649.94,7667.36,7630,7640,433.36,3314503.44
2018-06-02 06-AM,BTCUSD,7515.01,7697.09,7450,7649.94,663.92,5036101.76
2018-06-02 05-AM,BTCUSD,7480.16,7520,7474.32,7515.01,244.6,1834217.83
2018-06-02 04-AM,BTCUSD,7482.66,7485.72,7469.45,7480.16,135.48,1013328.93
